,28-Jan,,43528,,,,,,05-Mar,,,,,,,,Mar-14,,,,22-Mar,,,,,,Mar-25,,,,,,Apr-11,,,,,,Apr-12,,Apr-17,,,,19-Apr,,,,Apr-22,,,,,,23.04.2019,,,,,,,,01-Apr,,11049,,42125,,.,,,,May-16,,,,,,44682,,,,,,,,46874,,,,,,47239,,,,Jun-21,,,,Julu 23,,,,,,,,Jul-24,,Jul-25,,Jul-26,,,,,,,,,,Sep-02,,,,,,,,Sep-03,,,,Sep-05,,,,19-Sep,,,,,,Sep-20,,Oct-02,,,,,,,,Dec-01,,,,,,03.12.2019,,,,04.12.2019,,,,,,Jan-22,,,,,,Jan-23,,,,Jan-27,,,,,,Jan-29,,,,Feb-05,,,,10-Feb,,,,13-Feb,,,,,,14-Feb,,,,,,19-Feb,,,,20-Feb,,,,,,,,Feb-26,,,,Mar-03,,,,,,Mar-04,,,,,,Mar-09,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2008.65,86.95652008,,,,,,,,,,,,,,,,,,,,,,,,,,,3978.45,41.66666794,3615.630078,44.44444275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3587.489844,45.87155914,3073.330078,48.54368973,,,,,,,,,,,,,,,,,3860.649922,32.46753311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3277.785078,45.87155914,3136.064961,49.01960754,,,,,,,,,,,,,,,,,,,,,,,,,,,3207.920039,51.02040863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009.8,87.71929932,,,,,,,,,,,,,,,,,,,,,,,,,,,3980.819922,42.1940918,3617.869922,44.6428566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3589.689844,45.45454407,3075,59.88024139,,,,,,,,,,,,,,,,,3863.53,34.60207748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3280.035078,44.44444275,3138.114961,48.78048706,,,,,,,,,,,,,,,,,,,,,,,,,,,3209.88,51.02040863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010.909961,89.2857132,,,,,,,,,,,,,,,,,,,,,,,,,,,3983.239844,41.15226364,3620.1,44.8430481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3591.830078,46.72897339,3076.780078,56.17977524,,,,,,,,,,,,,,,,,3866.38,35.21126938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3282.094844,48.54368973,3140.110078,50.25125504,,,,,,,,,,,,,,,,,,,,,,,,,,,3211.770039,53.05039978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012.059961,86.95652008,,,,,,,,,,,,,,,,,,,,,,,,,,,3985.589844,42.55319214,3622.360156,44.24778748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3594.369922,39.2156868,3078.480078,58.82352829,,,,,,,,,,,,,,,,,3869.149922,36.10108185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3284.88,35.77817535,3142.124922,49.50495148,,,,,,,,,,,,,,,,,,,,,,,,,,,3213.755,50.25125504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013.169922,90.09008789,,,,,,,,,,,,,,,,,,,,,,,,,,,3988.010156,41.49377441,3624.610156,44.44444275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3596.5,46.94835663,3080.25,56.49717331,,,,,,,,,,,,,,,,,3872.249922,32.25806427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3287.044844,46.29629517,3144.135078,49.75124359,,,,,,,,,,,,,,,,,,,,,,,,,,,3215.699922,51.28205109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014.319922,86.95652008,,,,,,,,,,,,,,,,,,,,,,,,,,,3990.4,41.66666794,3626.95,42.73504257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3598.65,46.72897339,3082.019922,56.49717331,,,,,,,,,,,,,,,,,3875.360078,32.15434265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3289.210078,47.05882263,3146.170039,49.26108551,,,,,,,,,,,,,,,,,,,,,,,,,,,3217.635078,51.81347275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015.469922,86.95652008,,,,,,,,,,,,,,,,,,,,,,,,,,,3992.910156,40,3629.260156,43.29004288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3600.819922,46.08295059,3083.790039,56.49717331,,,,,,,,,,,,,,,,,3878.13,35.97122192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3148.160078,50.12531281,,,,,,,,,,,,,,,,,,,,,,,,,,,3219.53,52.63158035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016.640039,86.20689392,,,,,,,,,,,,,,,,,,,,,,,,,,,3995.260156,42.37288284,3631.489844,44.8430481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3603.060156,44.44444275,3085.659961,53.47593689,,,,,,,,,,,,,,,,,3881.169844,32.89473724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3150.214961,48.66180038,,,,,,,,,,,,,,,,,,,,,,,,,,,3221.464961,51.67958832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017.809961,84.74576569,,,,,,,,,,,,,,,,,,,,,,,,,,,3997.65,42.01680756,3633.710156,45.04504395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3605.2,46.94835663,3087.4,57.47126389,,,,,,,,,,,,,,,,,3884.249922,32.57329178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3152.23,49.62779236,,,,,,,,,,,,,,,,,,,,,,,,,,,3223.395039,51.94805145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018.95,88.49557495,,,,,,,,,,,,,,,,,,,,,,,,,,,4000.039844,41.66666794,3636,43.85964966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3607.5,43.29004288,3089.1,58.82352829,,,,,,,,,,,,,,,,,3887.33,32.46753311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3154.28,48.78048706,,,,,,,,,,,,,,,,,,,,,,,,,,,3225.53,46.83840561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.090039,86.95652008,,,,,,,,,,,,,,,,,,,,,,,,,,,4002.45,41.66666794,3638.2,45.24886703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3609.630078,46.94835663,3090.930078,54.64480972,,,,,,,,,,,,,,,,,3890.319844,33.44481659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3156.274922,50.12531281,,,,,,,,,,,,,,,,,,,,,,,,,,,3227.320039,55.71030807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021.230078,87.71929932,,,,,,,,,,,,,,,,,,,,,,,,,,,4004.95,39.84063721,3640.45,44.6428566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3612.080078,40.98360825,3092.669922,57.47126389,,,,,,,,,,,,,,,,,3893.419844,32.25806427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3158.305,49.26108551,,,,,,,,,,,,,,,,,,,,,,,,,,,3229.18,53.90835571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022.380078,87.71929932,,,,,,,,,,,,,,,,,,,,,,,,,,,4007.339844,41.84100342,3643.030078,38.61003876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3614.3,45.04504395,3094.409961,57.47126389,,,,,,,,,,,,,,,,,3896.490156,32.46753311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3160.360078,48.66180038,,,,,,,,,,,,,,,,,,,,,,,,,,,3231.060078,53.05039978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023.530078,86.20689392,,,,,,,,,,,,,,,,,,,,,,,,,,,4009.710156,42.37288284,3645.15,47.16981125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3616.410156,47.16981125,3096.169922,56.81818008,,,,,,,,,,,,,,,,,3899.519844,33.11258316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3162.314961,51.02040863,,,,,,,,,,,,,,,,,,,,,,,,,,,3233.040156,50.50505066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024.669922,87.71929932,,,,,,,,,,,,,,,,,,,,,,,,,,,4012.089844,41.84100342,3647.360156,45.24886703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3618.630078,45.04504395,3097.959961,55.86592102,,,,,,,,,,,,,,,,,3902.749922,30.95975304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3164.320039,49.87531281,,,,,,,,,,,,,,,,,,,,,,,,,,,3234.949922,52.2193222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025.809961,87.71929932,,,,,,,,,,,,,,,,,,,,,,,,,,,4014.489844,41.84100342,3649.669922,43.29004288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3620.85,45.24886703,3099.730078,56.49717331,,,,,,,,,,,,,,,,,3905.810078,32.67973709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3166.349922,49.38271713,,,,,,,,,,,,,,,,,,,,,,,,,,,3236.83,53.19149017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026.969922,86.20689392,,,,,,,,,,,,,,,,,,,,,,,,,,,4016.910156,41.32231522,3651.960156,43.66812134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3623.089844,44.6428566,3101.940039,45.24886703,,,,,,,,,,,,,,,,,3908.799922,33.44481659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3168.355,49.87531281,,,,,,,,,,,,,,,,,,,,,,,,,,,3238.835078,49.87531281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2028.1,88.49557495,,,,,,,,,,,,,,,,,,,,,,,,,,,4019.280078,42.1940918,3654.219922,44.24778748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3625.239844,46.5116272,3103.509961,63.2911377,,,,,,,,,,,,,,,,,3911.790156,33.44481659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3170.339961,50.25125504,,,,,,,,,,,,,,,,,,,,,,,,,,,3240.665156,54.34782791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2029.230078,88.49557495,,,,,,,,,,,,,,,,,,,,,,,,,,,4021.739844,40.65040588,3656.45,44.8430481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3627.410156,45.87155914,3105.280078,56.81818008,,,,,,,,,,,,,,,,,3914.83,32.89473724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3172.335078,50.25125504,,,,,,,,,,,,,,,,,,,,,,,,,,,3242.465156,56.02240753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2030.419922,84.03361511,,,,,,,,,,,,,,,,,,,,,,,,,,,4024.1,42.37288284,3658.660156,45.24886703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3629.589844,46.08295059,3106.980078,58.82352829,,,,,,,,,,,,,,,,,3917.769844,34.01360703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3174.299922,50.7614212,,,,,,,,,,,,,,,,,,,,,,,,,,,3244.249922,55.86592102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2031.559961,87.71929932,,,,,,,,,,,,,,,,,,,,,,,,,,,4026.480078,41.84100342,3660.910156,44.44444275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3631.880078,43.66812134,3108.880078,52.63158035,,,,,,,,,,,,,,,,,3920.840156,32.46753311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3176.299922,50,,,,,,,,,,,,,,,,,,,,,,,,,,,3246.165156,52.35602188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2032.709961,87.71929932,,,,,,,,,,,,,,,,,,,,,,,,,,,4028.830078,42.73504257,3663.230078,43.10344696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3634.010156,46.72897339,3110.6,57.8034668,,,,,,,,,,,,,,,,,3923.899922,32.67973709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3178.324922,49.50495148,,,,,,,,,,,,,,,,,,,,,,,,,,,3247.960078,55.71030807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2033.859961,86.20689392,,,,,,,,,,,,,,,,,,,,,,,,,,,4031.230078,41.66666794,3665.439844,45.24886703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3636.35,42.91845322,3112.380078,56.49717331,,,,,,,,,,,,,,,,,3927.140156,30.86419678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3180.339961,49.62779236,,,,,,,,,,,,,,,,,,,,,,,,,,,3249.715156,57.1428566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2035,87.71929932,,,,,,,,,,,,,,,,,,,,,,,,,,,4033.619922,41.66666794,3667.65,45.24886703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3638.489844,46.5116272,3114.159961,56.17977524,,,,,,,,,,,,,,,,,3930.290156,31.84713364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3182.335078,49.87531281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2036.159961,86.95652008,,,,,,,,,,,,,,,,,,,,,,,,,,,4036,42.1940918,3670.319922,37.59398651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3640.65,46.29629517,3115.980078,54.64480972,,,,,,,,,,,,,,,,,3933.249922,33.78378296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3184.264961,51.94805145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2037.3,86.95652008,,,,,,,,,,,,,,,,,,,,,,,,,,,4038.419922,41.32231522,3672.4,47.8468895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3642.910156,44.44444275,3117.690039,58.47953033,,,,,,,,,,,,,,,,,3936.199922,33.89830399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3186.285078,49.50495148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2038.409961,90.09008789,,,,,,,,,,,,,,,,,,,,,,,,,,,4040.810156,41.84100342,3674.889844,40.16064072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3645.480078,38.75968933,3119.509961,54.9450531,,,,,,,,,,,,,,,,,3939.240156,32.89473724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3188.249922,50.7614212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2039.540039,88.49557495,,,,,,,,,,,,,,,,,,,,,,,,,,,4043.2,41.66666794,3677.060156,46.08295059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3647.519922,49.01960754,3121.280078,56.81818008,,,,,,,,,,,,,,,,,3942.33,32.36246109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3190.260078,49.87531281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2040.669922,88.49557495,,,,,,,,,,,,,,,,,,,,,,,,,,,4045.580078,42.1940918,3679.280078,45.04504395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3649.810156,43.85964966,3123.25,51.02040863,,,,,,,,,,,,,,,,,3945.690156,29.76190567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3192.239961,50.37783432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2041.830078,86.20689392,,,,,,,,,,,,,,,,,,,,,,,,,,,4047.989844,41.49377441,3681.5,45.04504395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3651.939844,46.72897339,3124.909961,59.88024139,,,,,,,,,,,,,,,,,3948.799922,32.05128098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3194.239961,50.12531281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2042.980078,86.95652008,,,,,,,,,,,,,,,,,,,,,,,,,,,4050.360156,42.1940918,3683.760156,44.24778748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3654.180078,44.6428566,3126.740039,54.64480972,,,,,,,,,,,,,,,,,3951.799922,33.44481659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3196.235078,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2044.15,86.20689392,,,,,,,,,,,,,,,,,,,,,,,,,,,4052.930078,38.9105072,3685.960156,45.45454407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3656.439844,44.44444275,3128.519922,56.17977524,,,,,,,,,,,,,,,,,3954.860078,32.57329178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3198.23,50.25125504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2045.280078,87.71929932,,,,,,,,,,,,,,,,,,,,,,,,,,,4055.230078,43.47826004,3688.839844,34.8432045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3658.930078,40,3130.3,55.86592102,,,,,,,,,,,,,,,,,3958.069844,31.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3200.160078,51.81347275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2046.440039,86.20689392,,,,,,,,,,,,,,,,,,,,,,,,,,,4057.610156,41.84100342,3690.95,47.16981125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3661.110156,46.08295059,3132.090039,56.17977524,,,,,,,,,,,,,,,,,3961.190156,32.05128098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3202.13,50.7614212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2047.759961,76.33587646,,,,,,,,,,,,,,,,,,,,,,,,,,,4060,41.84100342,3693.160156,45.24886703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3663.260156,46.29629517,3133.890039,55.55555725,,,,,,,,,,,,,,,,,3964.23,32.78688431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3204.110078,50.50505066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2048.85,90.90908813,,,,,,,,,,,,,,,,,,,,,,,,,,,4062.369922,42.37288284,3695.360156,45.45454407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3665.519922,44.24778748,3135.659961,56.49717331,,,,,,,,,,,,,,,,,3967.53,30.30303001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3206.045039,51.67958832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2049.959961,90.09008789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3697.610156,44.44444275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3667.810156,43.66812134,3137.45,55.86592102,,,,,,,,,,,,,,,,,3970.569844,32.89473724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3208.039961,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2051.1,87.71929932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3699.85,44.6428566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3669.969922,46.5116272,3139.15,58.82352829,,,,,,,,,,,,,,,,,3974.349922,26.52519989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3210.014961,50.7614212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2052.25,86.95652008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3702.239844,41.84100342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3672.110156,46.5116272,3140.9,57.1428566,,,,,,,,,,,,,,,,,3977.660078,30.12048149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3212.03,49.50495148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2053.390039,87.71929932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3704.460156,45.04504395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3674.45,42.91845322,3142.680078,56.17977524,,,,,,,,,,,,,,,,,3980.649922,33.44481659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3214.045039,49.62779236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2054.55,86.20689392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3706.689844,44.8430481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3676.680078,44.8430481,3144.440039,56.49717331,,,,,,,,,,,,,,,,,3984.590156,25.3807106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3216.049922,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2055.709961,86.20689392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3708.9,45.24886703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3678.780078,47.61904907,3146.230078,56.17977524,,,,,,,,,,,,,,,,,3987.53,34.01360703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3218.024922,50.50505066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
